학원명,카테고리,지번주소,도로명주소,전화번호,위도,경도,거리(km),검색키워드,링크
천지유도체육관,"스포츠,레저 > 무예 > 유도 > 유도장",경기 화성시 병점구 진안동 524-1,경기 화성시 병점구 병점로 37-6,,37.2109428289695,127.038357383303,26.57,유도,http://place.map.kakao.com/8090948
해동검도 목천 전수관,"스포츠,레저 > 무예 > 검도",충남 천안시 동남구 목천읍 신계리 422-15,충남 천안시 동남구 목천읍 신계1길 29,,36.770154281574,127.195831206972,26.59,검도,http://place.map.kakao.com/9641806
오드리발레학원,"교육,학문 > 학원 > 무용학원,발레학원",충남 아산시 탕정면 매곡리 1212,충남 아산시 탕정면 한들물빛5로 25,010-8060-6914,36.787552371894215,127.08610700189256,26.62,발레,http://place.map.kakao.com/1021520697
유니크축구교실,"스포츠,레저 > 축구",충남 아산시 탕정면 매곡리 1217,충남 아산시 탕정면 한들물빛5로 17,010-5732-1634,36.7872023217424,127.085436650783,26.68,축구교실,http://place.map.kakao.com/841776389
더썬유도관,"스포츠,레저 > 무예 > 유도",경기 화성시 병점구 진안동 875-1,경기 화성시 병점구 효행로 1041,010-8430-6579,37.213935200282,127.041090933001,26.72,유도,http://place.map.kakao.com/496640150
힘찬합기도,"스포츠,레저 > 무예 > 합기도",경기 용인시 처인구 고림동 264-3,경기 용인시 처인구 한터로152번길 2,031-321-0075,37.2485102532239,127.227165510713,26.72,합기도,http://place.map.kakao.com/9620228
천명유도관 병점점,"스포츠,레저 > 무예 > 유도 > 유도장",경기 화성시 병점구 진안동 914-2,경기 화성시 병점구 효행로 1059,010-8282-2884,37.2147473994184,127.042640482022,26.73,유도,http://place.map.kakao.com/826714125
탕정검도관,"스포츠,레저 > 무예 > 검도 > 검도장",충남 아산시 탕정면 매곡리 1218,충남 아산시 탕정면 한들물빛5로 11,010-6341-3925,36.7869173305058,127.084509822009,26.74,검도,http://place.map.kakao.com/1574000405
검도교실초연관,"스포츠,레저 > 무예 > 검도",경기 화성시 병점구 진안동 914-8,경기 화성시 병점구 효행로 1075-7,031-225-5070,37.215813852544606,127.04370913717729,26.78,검도,http://place.map.kakao.com/15210131
평택호 요트경기장,"스포츠,레저 > 수영,수상 > 수상스포츠",경기 평택시 현덕면 권관리 331-3,경기 평택시 현덕면 평택호길 127,031-681-7507,36.9200192178339,126.919021219603,26.78,수영,http://place.map.kakao.com/1614916914
비프리 프리다이빙 천안아산점,"스포츠,레저 > 수영,수상 > 스킨스쿠버",충남 아산시 탕정면 매곡리 1386,충남 아산시 탕정면 한들물빛도시로 70,010-5550-4449,36.78625264818152,127.08402959527534,26.82,수영,http://place.map.kakao.com/664259323
음성군 수영연맹,"스포츠,레저 > 스포츠시설",충북 음성군 대소면 태생리 605,충북 음성군 대소면 대화3길 13-14,043-881-1111,36.9656941903132,127.496092415843,26.83,수영,http://place.map.kakao.com/12227365
마린스타스위밍 천안아산2호점,"스포츠,레저 > 수영,수상 > 수영장",충남 아산시 배방읍 장재리 1561,충남 아산시 배방읍 용연로 156-25,041-531-9350,36.7828349075078,127.093441732297,26.87,수영,http://place.map.kakao.com/1415665776
일죽 원도태권도체육관,"스포츠,레저 > 스포츠시설 > 체육관",경기 안성시 일죽면 주천리 302-78,경기 안성시 일죽면 주래본죽로 88,031-674-5420,37.0926855753493,127.484276232909,26.96,태권도,http://place.map.kakao.com/8524239
경희한얼수영장,"스포츠,레저 > 수영,수상 > 수영장",충남 천안시 동남구 신방동 1301,충남 천안시 동남구 통정7길 6-6,041-522-6720,36.7732459737901,127.127569420367,27.0,수영,http://place.map.kakao.com/14835132
하이파이브키즈스포츠,"스포츠,레저 > 스포츠시설",경기 화성시 병점구 진안동 431-13,경기 화성시 병점구 병점중앙로 195,031-221-5598,37.2146343396755,127.035768019795,27.04,키즈스포츠,http://place.map.kakao.com/495546098
수영로지콘,"서비스,산업 > 건설,건축 > 종합건설사",충남 아산시 탕정면 매곡리 1465,충남 아산시 탕정면 매곡한들3길 15-3,041-553-4000,36.78185356359854,127.08997334989641,27.08,수영,http://place.map.kakao.com/2020786450
아쿠아월드,"스포츠,레저 > 수영,수상 > 수영장",경기 용인시 처인구 삼가동 13,경기 용인시 처인구 동백죽전대로 78,010-9492-3430,37.2519776356432,127.168873829872,27.12,수영,http://place.map.kakao.com/1248605901
백향목스포츠센터 수영장,"스포츠,레저 > 수영,수상 > 수영장",충남 천안시 동남구 구룡동 569-1,충남 천안시 동남구 배울1길 16,041-574-1234,36.7702751966937,127.137887217334,27.12,수영,http://place.map.kakao.com/734414991
용인대해동검도,"스포츠,레저 > 무예 > 검도 > 검도장",경기 화성시 병점구 송산동 97-2,경기 화성시 병점구 효행로853번길 31-11,,37.2080036310858,127.019928213218,27.21,검도,http://place.map.kakao.com/687199679
파이널유도멀티짐 용인한보라점,"스포츠,레저 > 무예 > 유도 > 유도장",경기 용인시 기흥구 공세동 672-1,경기 용인시 기흥구 한보라2로 194,,37.2440931243665,127.105402742965,27.4,유도,http://place.map.kakao.com/1247952168
백사천물놀이장,"스포츠,레저 > 수영,수상 > 수영장 > 어린이수영장",충북 진천군 진천읍 읍내리 477-9,,,36.86000871503465,127.44481267279144,27.44,수영,http://place.map.kakao.com/566086085
평택호레저타운,"스포츠,레저 > 수영,수상 > 수상스포츠",경기 평택시 현덕면 권관리 551-1,경기 평택시 현덕면 평택호길 50,0503-7152-4835,36.9149329594716,126.913236050592,27.47,수영,http://place.map.kakao.com/9505088
키즈거인태권도,"스포츠,레저 > 무예 > 태권도 > 태권도장",충북 진천군 진천읍 읍내리 424-1,충북 진천군 진천읍 상산로 55-1,043-534-3755,36.8548494156109,127.440354718816,27.48,태권도,http://place.map.kakao.com/10015341
진천중앙태권도장,"스포츠,레저 > 무예 > 태권도 > 태권도장",충북 진천군 진천읍 교성리 242-1,충북 진천군 진천읍 문화4길 29,043-533-2333,36.85296112131426,127.43878306075517,27.5,태권도,http://place.map.kakao.com/10857063
우주태권도체육관,"스포츠,레저 > 무예 > 태권도 > 태권도장",충북 진천군 진천읍 읍내리 417-16,충북 진천군 진천읍 상산로 60,,36.85439384286654,127.44073783415273,27.54,태권도,http://place.map.kakao.com/26482851
진천복싱체육관,"스포츠,레저 > 복싱,권투 > 복싱,권투장",충북 진천군 진천읍 읍내리 136,충북 진천군 진천읍 중앙동로 91,,36.8579275938758,127.444220871146,27.54,체육관,http://place.map.kakao.com/9959558
강호합기도,"스포츠,레저 > 무예 > 합기도 > 합기도장",충북 진천군 진천읍 읍내리 584,충북 진천군 진천읍 상산로 70,043-537-0534,36.8543862258957,127.441818727609,27.61,합기도,http://place.map.kakao.com/9697577
유니발레학원,"교육,학문 > 학원 > 무용학원,발레학원",경기 용인시 기흥구 서천동 807,경기 용인시 기흥구 서천로117번길 9,0502-5552-5838,37.2369796058591,127.074198727522,27.63,발레,http://place.map.kakao.com/1467604281
무림합기도,"스포츠,레저 > 무예 > 합기도",경기 용인시 기흥구 서천동 814,경기 용인시 기흥구 서천로127번길 3-3,031-205-0902,37.23692211255167,127.07246316180266,27.69,합기도,http://place.map.kakao.com/1354927261
해동검도 목천부영도장,"스포츠,레저 > 무예 > 검도 > 검도장",충남 천안시 동남구 목천읍 응원리 241-32,충남 천안시 동남구 목천읍 삼성5길 62,041-622-4333,36.76054387493407,127.17925063555954,27.71,검도,http://place.map.kakao.com/530683513
문지수발레학원,"교육,학문 > 학원 > 무용학원,발레학원",경기 화성시 만세구 향남읍 행정리 485,경기 화성시 만세구 향남읍 행정중앙2로 85,,37.1295780717808,126.925213035062,27.73,발레,http://place.map.kakao.com/1249822347
용인대이소연 유도클럽,"스포츠,레저 > 무예 > 유도 > 유도장",경기 화성시 만세구 향남읍 행정리 498-7,경기 화성시 만세구 향남읍 행정죽전로1길 22-22,010-2460-7801,37.1251338248042,126.922095840507,27.74,유도,http://place.map.kakao.com/1928352807
화랑관,"스포츠,레저 > 스포츠시설 > 체육관",충북 진천군 진천읍 교성리 108,충북 진천군 진천읍 문화로 69-4,043-539-7692,36.8498473438149,127.440133175376,27.81,체육관,http://place.map.kakao.com/1637418129
특공무술 정무관,"스포츠,레저 > 무예",경기 용인시 처인구 유방동 307-9,경기 용인시 처인구 백옥대로1392번길 5,,37.259250752662,127.213566634829,27.83,무술,http://place.map.kakao.com/15833772
연무관 합기도,"스포츠,레저 > 무예 > 합기도 > 합기도장",경기 화성시 병점구 반월동 869,경기 화성시 병점구 영통로 59,,37.2351458730885,127.06182777159,27.91,합기도,http://place.map.kakao.com/12128627
용인대행복유도관,"스포츠,레저 > 무예 > 유도",경기 화성시 병점구 반월동 981,경기 화성시 병점구 영통로50번길 7-4,010-9609-9981,37.2358505796134,127.063365490867,27.92,유도,http://place.map.kakao.com/1889573993
우석대학교 진천캠퍼스 체육관,"교육,학문 > 학교부속시설",충북 진천군 진천읍 교성리 482-3,충북 진천군 진천읍 대학로 66,,36.8452924703336,127.436909486515,27.92,체육관,http://place.map.kakao.com/1362822429
화랑연무관합기도3관,"교육,학문 > 학원",경기 화성시 만세구 향남읍 행정리 486-2,경기 화성시 만세구 향남읍 행정중앙2로 69-19,,37.13056415327,126.92289829365,27.96,합기도,http://place.map.kakao.com/19481532
생거진천국민체육센터,"스포츠,레저 > 스포츠시설 > 체육관",충북 진천군 진천읍 교성리 74,충북 진천군 진천읍 문화로 69-11,,36.84753762945799,127.43994390662553,27.97,체육관,http://place.map.kakao.com/23942615
생거진천국민체육센터 수영장,"스포츠,레저 > 수영,수상 > 수영장",충북 진천군 진천읍 교성리 74,충북 진천군 진천읍 문화로 69-11,043-539-3806,36.84749619229087,127.439940305601,27.97,체육관,http://place.map.kakao.com/27526065
발레인포레발레학원,"교육,학문 > 학원 > 무용학원,발레학원",경기 화성시 만세구 향남읍 하길리 1470-5,경기 화성시 만세구 향남읍 상신하길로298번길 7-27,010-3463-5519,37.1146443273242,126.912735302535,27.97,발레,http://place.map.kakao.com/524479763
파이널유도멀티짐 한보라,"스포츠,레저 > 스포츠시설 > 스포츠센터",경기 용인시 기흥구 보라동 612-2,경기 용인시 기흥구 한보라1로64번길 10,010-5673-8565,37.2506280960173,127.106746400313,28.06,유도,http://place.map.kakao.com/517233844
서울발레스쿨,"교육,학문 > 학원 > 무용학원,발레학원",경기 용인시 기흥구 보라동 607,경기 용인시 기흥구 한보라1로 36,031-285-0515,37.2518608294905,127.109589750879,28.12,발레,http://place.map.kakao.com/1093598929
키즈킹어린이체육교실,"교육,학문 > 유아교육",경기 화성시 병점구 안녕동 180-181,경기 화성시 병점구 안녕길 78,,37.2010191898117,126.992042966236,28.13,어린이체육,http://place.map.kakao.com/1178327803
도현검도관,"스포츠,레저 > 무예 > 검도 > 검도장",경기 화성시 만세구 향남읍 하길리 1472,경기 화성시 만세구 향남읍 상신하길로298번길 7-1,,37.1149525026507,126.910335017047,28.18,검도,http://place.map.kakao.com/612981133
충효태권도합기도,"스포츠,레저 > 무예 > 태권도 > 태권도장",경기 화성시 만세구 향남읍 하길리 1472,경기 화성시 만세구 향남읍 상신하길로298번길 7-1,031-354-4833,37.11499291167131,126.91015157085627,28.2,합기도,http://place.map.kakao.com/2007562454
윤슬검도관,"스포츠,레저 > 무예 > 검도 > 검도장",경기 화성시 만세구 향남읍 하길리 1465,경기 화성시 만세구 향남읍 상신하길로 326,,37.1170012757142,126.911203485911,28.21,검도,http://place.map.kakao.com/1395798399
해동검도,"교육,학문 > 학원",경기 화성시 만세구 향남읍 행정리 435-2,경기 화성시 만세구 향남읍 행정중앙2로 33,,37.130014715354164,126.91915588083168,28.23,검도,http://place.map.kakao.com/2046863148
청파검도관,"스포츠,레저 > 무예 > 검도",경기 수원시 영통구 망포동 570-5,경기 수원시 영통구 영통로 103,031-205-8002,37.23738945878123,127.05831348501576,28.27,검도,http://place.map.kakao.com/336490055
선후합기도체육관,"스포츠,레저 > 무예 > 합기도",경기 화성시 만세구 향남읍 행정리 435-1,경기 화성시 만세구 향남읍 행정중앙2로 29,,37.1300494763376,126.918599912373,28.27,합기도,http://place.map.kakao.com/15654632
예인검도,"스포츠,레저 > 무예 > 검도 > 검도장",경기 용인시 기흥구 보라동 140-7,경기 용인시 기흥구 사은로126번길 6,031-285-3400,37.25529347286908,127.11835891595204,28.28,검도,http://place.map.kakao.com/24452649
무림합기도멀티짐,"스포츠,레저 > 무예 > 합기도 > 합기도장",경기 용인시 기흥구 보라동 140-2,경기 용인시 기흥구 사은로126번길 2,070-4177-7540,37.25549884948132,127.11842010769838,28.3,합기도,http://place.map.kakao.com/645473939
파이널유도멀티짐,"스포츠,레저 > 무예 > 유도",경기 용인시 기흥구 보라동 578-1,경기 용인시 기흥구 한보라1로 5,,37.2543230946341,127.109898792076,28.37,유도,http://place.map.kakao.com/2110278689
세종NY발레학원,"교육,학문 > 학원 > 무용학원,발레학원",경기 수원시 영통구 망포동 558,경기 수원시 영통구 영통로 115,031-205-6339,37.2379190887718,127.056840944406,28.38,발레,http://place.map.kakao.com/1734634077
보라검도관,"스포츠,레저 > 무예 > 검도 > 검도장",경기 용인시 기흥구 보라동 578-6,경기 용인시 기흥구 사은로 56,031-282-1616,37.25494723922075,127.11116218764641,28.41,검도,http://place.map.kakao.com/26018746
참좋은모산합기도 1관,"스포츠,레저 > 무예 > 합기도",충남 아산시 배방읍 북수리 1461,충남 아산시 배방읍 북수로 121,041-549-9981,36.7741564120926,127.074023589707,28.41,합기도,http://place.map.kakao.com/1388416526
